[15:27:49] [LOGGING]	 STARTING LOGGING
[15:29:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va faire beau après demain dans la nuit => 0,4816231
[15:29:34] [ENGINE - KINECT_0]	 AudioStateChanged (29:34.2):Silence
[15:29:40] [ENGINE - KINECT_0]	 AudioStateChanged (29:40.4):Speech
[15:29:40] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:29:40] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,820572
[15:29:40] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH tu => 0,7644426
[15:29:41] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,8321606
[15:29:41] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,7883445
[15:29:41] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,8594331
[15:29:41] [ENGINE - KINECT_0]	 AudioStateChanged (29:41.8):Silence
[15:29:42] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,8594331 (0,65) / 0,9430578 (SARAH) Device:  Text: SARAH quelle heure est il
[15:29:42] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,8594331 (0,65) / 0,9430578 (SARAH) Device:  Text: SARAH quelle heure est il
[15:29:42] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.859" confidence="0.859">
  <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.859" confidence="0.859">
    <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[15:29:42] [CONTEXT]	 Reset timeout
[15:29:44] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.8594331&client=SARAH1&profile=Unknow_3836&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:29:44] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.8594331&client=SARAH1&profile=Unknow_3836&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:29:45] [TTS]	 Try speaking ... il est 15 heure 29 
[15:29:45] [TTS]	 [0] Say: il est 15 heure 29 
[15:29:46] [PLAYER]	 [0]Start Player
[15:29:48] [PLAYER]	 [0]End Player
[15:29:48] [PLAYER]	 [0]speaking false
[15:29:48] [TTS]	 End speaking
[15:29:48] [ENGINE - KINECT_0]	 SpeechRecognized: 6906,3638ms Text: SARAH quelle heure est il
[15:29:53] [ENGINE - KINECT_0]	 AudioStateChanged (29:53.0):Speech
[15:29:53] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:29:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,7285155
[15:29:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,7646523
[15:29:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel est le => 0,667852
[15:29:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,577603
[15:29:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va faire beau => 0,4344704
[15:29:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va faire beau après => 0,4537087
[15:29:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel est le temps d'après toi => 0,4405164
[15:29:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel est le temps d'après toi à => 0,4868978
[15:29:56] [ENGINE - KINECT_0]	 AudioStateChanged (29:56.6):Silence
[15:30:20] [WATCHER]	 Stop watching
[15:30:20] [GRAMMAR]	 Ignoring: time.xml (no changes)
[15:30:20] [GRAMMAR]	 Ignoring: dictionary.xml (no changes)
[15:30:20] [GRAMMAR]	 Load file: dot_itineraire.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_itineraire\dot_itineraire.xml
[15:30:20] [GRAMMAR]	 Ignoring: dot_meteo.xml (no changes)
[15:30:20] [GRAMMAR]	 Ignoring: meteo2.xml (no changes)
[15:30:20] [WATCHER]	 Start watching
[15:30:20] [GRAMMAR]	 Context: default
[15:30:20] [GRAMMAR]	 Context: time.xml, dictionary.xml, dot_itineraire.xml, dot_meteo.xml, meteo2.xml
[15:30:20] [CONTEXT]	 time.xml = True
[15:30:20] [CONTEXT]	 dictionary.xml = True
[15:30:20] [CONTEXT]	 dot_itineraire.xml = True
[15:30:20] [CONTEXT]	 dot_meteo.xml = True
[15:30:20] [CONTEXT]	 meteo2.xml = True
[15:30:20] [GRAMMAR]	 File: Load Grammar to Engine
[15:30:20] [GRAMMAR]	 File: Error file: dot_itineraire.xml: Élément 'rule' non valide. [Ligne=14, Position=4]
[15:30:20] [GRAMMAR]	 File: Error file: dot_itineraire.xml: Élément 'rule' non valide. [Ligne=14, Position=4]
[15:30:20] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:30:20] [GRAMMAR]	 KINECT_0: Error file: dot_itineraire.xml: Élément 'rule' non valide. [Ligne=14, Position=4]
[15:30:20] [GRAMMAR]	 KINECT_0: Error file: dot_itineraire.xml: Élément 'rule' non valide. [Ligne=14, Position=4]
[15:30:20] [CONTEXT]	 Reset timeout
[15:30:25] [ENGINE - KINECT_0]	 AudioStateChanged (30:25.1):Speech
[15:30:25] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:30:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,855794
[15:30:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,789125
[15:30:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,8693677
[15:30:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,5415592
[15:30:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va faire => 0,6015705
[15:30:26] [ENGINE - KINECT_0]	 AudioStateChanged (30:26.7):Silence
[15:30:32] [ENGINE - KINECT_0]	 AudioStateChanged (30:32.7):Speech
[15:30:32] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:30:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,8512287
[15:30:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel => 0,8467979
[15:30:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,7946712
[15:30:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,7294199
[15:30:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va => 0,5611095
[15:30:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut après => 0,6272275
[15:30:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va faire beau => 0,4735029
[15:30:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut après demain dans => 0,5221227
[15:30:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va faire beau demain => 0,4536075
[15:30:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut après demain dans la nuit => 0,5062797
[15:30:36] [ENGINE - KINECT_0]	 AudioStateChanged (30:36.2):Silence
[15:31:33] [ENGINE - KINECT_0]	 AudioStateChanged (31:33.4):Speech
[15:31:33] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:31:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,8462843
[15:31:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,7627389
[15:31:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est => 0,7729042
[15:31:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,7466993
[15:31:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,5963909
[15:31:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va => 0,6645873
[15:31:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va faire => 0,5976835
[15:31:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut après => 0,5785534
[15:31:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut lundi d'après toi => 0,633707
[15:31:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut lundi d'après toi à ... => 0,6208237
[15:31:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut lundi d'après toi à => 0,6330657
[15:31:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut lundi d'après toi à ... => 0,6208237
[15:31:36] [ENGINE - KINECT_0]	 AudioStateChanged (31:36.7):Silence
[15:31:56] [ENGINE - KINECT_0]	 AudioStateChanged (31:56.5):Speech
[15:31:56] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:31:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,8921513
[15:31:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,7799237
[15:31:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,9222506
[15:31:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,8528013
[15:31:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,8554111
[15:31:57] [ENGINE - KINECT_0]	 AudioStateChanged (31:57.9):Silence
[15:31:57] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,8618593 (0,65) / 0,9421504 (SARAH) Device:  Text: SARAH quelle heure est il
[15:31:57] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,8618593 (0,65) / 0,9421504 (SARAH) Device:  Text: SARAH quelle heure est il
[15:31:57] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.862" confidence="0.862">
  <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.862" confidence="0.862">
    <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[15:31:57] [CONTEXT]	 Reset timeout
[15:31:57] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.8618593&client=SARAH1&profile=Unknow_3836&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:31:58] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.8618593&client=SARAH1&profile=Unknow_3836&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:31:58] [TTS]	 Try speaking ... il est 15 heure 31 
[15:31:58] [TTS]	 [0] Say: il est 15 heure 31 
[15:31:58] [PLAYER]	 [0]Start Player
[15:32:00] [PLAYER]	 [0]End Player
[15:32:00] [PLAYER]	 [0]speaking false
[15:32:00] [TTS]	 End speaking
[15:32:00] [ENGINE - KINECT_0]	 SpeechRecognized: 2610,4119ms Text: SARAH quelle heure est il
[15:32:29] [ENGINE - KINECT_0]	 AudioStateChanged (32:29.7):Speech
[15:32:29] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:32:29] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,9105479
[15:32:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel => 0,7822322
[15:32:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,6737752
[15:32:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,4987956
[15:32:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va => 0,4426319
[15:32:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,430255
[15:32:31] [ENGINE - KINECT_0]	 AudioStateChanged (32:31.4):Silence
[15:32:52] [WATCHER]	 Stop watching
[15:32:52] [GRAMMAR]	 Ignoring: time.xml (no changes)
[15:32:52] [GRAMMAR]	 Ignoring: dictionary.xml (no changes)
[15:32:52] [GRAMMAR]	 Load file: dot_itineraire.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_itineraire\dot_itineraire.xml
[15:32:52] [GRAMMAR]	 Ignoring: dot_meteo.xml (no changes)
[15:32:52] [GRAMMAR]	 Ignoring: meteo2.xml (no changes)
[15:32:52] [WATCHER]	 Start watching
[15:32:52] [GRAMMAR]	 Context: default
[15:32:52] [GRAMMAR]	 Context: time.xml, dictionary.xml, dot_itineraire.xml, dot_meteo.xml, meteo2.xml
[15:32:52] [CONTEXT]	 time.xml = True
[15:32:52] [CONTEXT]	 dictionary.xml = True
[15:32:52] [CONTEXT]	 dot_itineraire.xml = True
[15:32:52] [CONTEXT]	 dot_meteo.xml = True
[15:32:52] [CONTEXT]	 meteo2.xml = True
[15:32:52] [GRAMMAR]	 File: Load Grammar to Engine
[15:32:52] [GRAMMAR]	 File: Load: dot_itineraire.xml Enabled: True
[15:32:52] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:32:52] [GRAMMAR]	 KINECT_0: Load: dot_itineraire.xml Enabled: True
[15:32:52] [CONTEXT]	 Reset timeout
[15:32:57] [ENGINE - KINECT_0]	 AudioStateChanged (32:57.4):Speech
[15:32:57] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:32:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,9030412
[15:32:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,9234858
[15:32:58] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test => 0,8995489
[15:32:58] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,6923426
[15:32:58] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test itineraire => 0,7079321
[15:32:59] [ENGINE - KINECT_0]	 AudioStateChanged (32:59.1):Silence
[15:32:59] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,8705035 (0,65) / 0,9407501 (SARAH) Device:  Text: SARAH Test itineraire
[15:32:59] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,8705035 (0,65) / 0,9407501 (SARAH) Device:  Text: SARAH Test itineraire
[15:32:59] [ENGINE - KINECT_0]	 <SML text="SARAH Test itineraire" utteranceConfidence="0.871" confidence="0.871" dictation="false">
  <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/dot_itineraire" />
  <alternate Rank="1" text="SARAH Test itineraire" utteranceConfidence="0.871" confidence="0.871" dictation="false">
    <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/dot_itineraire" />
  </alternate>
</SML>
[15:32:59] [CONTEXT]	 Reset timeout
[15:32:59] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.8705035&client=SARAH1&profile=Unknow_3836&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:32:59] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.8705035&client=SARAH1&profile=Unknow_3836&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:32:59] [TTS]	 Try speaking ... 
[15:32:59] [TTS]	 [0] Say: 
[15:32:59] [PLAYER]	 [0]speaking false
[15:32:59] [TTS]	 End speaking
[15:32:59] [ENGINE - KINECT_0]	 SpeechRecognized: 156,2464ms Text: SARAH Test itineraire
[15:33:15] [WATCHER]	 Stop watching
[15:33:15] [GRAMMAR]	 Ignoring: time.xml (no changes)
[15:33:15] [GRAMMAR]	 Ignoring: dictionary.xml (no changes)
[15:33:15] [GRAMMAR]	 Load file: dot_itineraire.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_itineraire\dot_itineraire.xml
[15:33:15] [GRAMMAR]	 Ignoring: dot_meteo.xml (no changes)
[15:33:15] [GRAMMAR]	 Ignoring: meteo2.xml (no changes)
[15:33:15] [WATCHER]	 Start watching
[15:33:15] [GRAMMAR]	 Context: default
[15:33:15] [GRAMMAR]	 Context: time.xml, dictionary.xml, dot_itineraire.xml, dot_meteo.xml, meteo2.xml
[15:33:15] [CONTEXT]	 time.xml = True
[15:33:15] [CONTEXT]	 dictionary.xml = True
[15:33:15] [CONTEXT]	 dot_itineraire.xml = True
[15:33:15] [CONTEXT]	 dot_meteo.xml = True
[15:33:15] [CONTEXT]	 meteo2.xml = True
[15:33:15] [GRAMMAR]	 File: Load Grammar to Engine
[15:33:15] [GRAMMAR]	 File: Error file: dot_itineraire.xml: Élément 'rule' non valide. [Ligne=14, Position=4]
[15:33:15] [GRAMMAR]	 File: Error file: dot_itineraire.xml: Élément 'rule' non valide. [Ligne=14, Position=4]
[15:33:15] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:33:15] [GRAMMAR]	 KINECT_0: Error file: dot_itineraire.xml: Élément 'rule' non valide. [Ligne=14, Position=4]
[15:33:15] [GRAMMAR]	 KINECT_0: Error file: dot_itineraire.xml: Élément 'rule' non valide. [Ligne=14, Position=4]
[15:33:15] [CONTEXT]	 Reset timeout
[15:33:18] [ENGINE - KINECT_0]	 AudioStateChanged (33:18.4):Speech
[15:33:18] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:33:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,8010204
[15:33:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,8079886
[15:33:19] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test => 0,7182171
[15:33:19] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,6917596
[15:33:19] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test itineraire => 0,7809001
[15:33:20] [ENGINE - KINECT_0]	 AudioStateChanged (33:20.4):Silence
[15:33:20] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,7812276 (0,65) / 0,8111798 (SARAH) Device:  Text: SARAH Test itineraire
[15:33:20] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,7812276 (0,65) / 0,8111798 (SARAH) Device:  Text: SARAH Test itineraire
[15:33:20] [ENGINE - KINECT_0]	 <SML text="SARAH Test itineraire" utteranceConfidence="0.781" confidence="0.781" dictation="false">
  <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/dot_itineraire" />
  <alternate Rank="1" text="SARAH Test itineraire" utteranceConfidence="0.781" confidence="0.781" dictation="false">
    <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/dot_itineraire" />
  </alternate>
</SML>
[15:33:20] [CONTEXT]	 Reset timeout
[15:33:20] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.7812276&client=SARAH1&profile=Unknow_3836&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:33:20] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.7812276&client=SARAH1&profile=Unknow_3836&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:33:20] [TTS]	 Try speaking ... 
[15:33:20] [TTS]	 [0] Say: 
[15:33:20] [PLAYER]	 [0]speaking false
[15:33:20] [TTS]	 End speaking
[15:33:20] [ENGINE - KINECT_0]	 SpeechRecognized: 156,2448ms Text: SARAH Test itineraire
[15:33:20] [ENGINE - KINECT_0]	 AudioStateChanged (33:20.6):Speech
[15:33:20] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:33:20] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:33:20] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,4709494
[15:33:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi => 0,4092311
