[15:48:46] [LOGGING]	 STARTING LOGGING
[15:48:52] [ENGINE - File]	 AudioLevel: 0
[15:48:52] [ENGINE - File]	 MaxAlternates: 1
[15:48:52] [ENGINE - File]	 BabbleTimeout: 00:00:05
[15:48:52] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[15:48:52] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[15:48:52] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[15:48:52] [KINECT_0]	 AutomaticGainControlEnabled : False
[15:48:52] [KINECT_0]	 BeamAngle : 0
[15:48:52] [KINECT_0]	 EchoCancellationMode : CancellationAndSuppression
[15:48:52] [KINECT_0]	 EchoCancellationSpeakerIndex : 1
[15:48:52] [KINECT_0]	 NoiseSuppression : True
[15:48:52] [KINECT_0]	 SoundSourceAngle : 0
[15:48:52] [KINECT_0]	 SoundSourceAngleConfidence : 0
[15:48:52] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:48:52] [GRAMMAR]	 KINECT_0: Load: time.xml Enabled: True
[15:48:52] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:48:52] [GRAMMAR]	 KINECT_0: Load: dictionary.xml Enabled: True
[15:48:52] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:48:52] [GRAMMAR]	 KINECT_0: Load: dot_histoire.xml Enabled: True
[15:48:52] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:48:52] [GRAMMAR]	 KINECT_0: Load: dot_itineraire.xml Enabled: True
[15:48:52] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:48:52] [GRAMMAR]	 KINECT_0: Load: dot_meteo.xml Enabled: True
[15:48:52] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[15:48:52] [GRAMMAR]	 KINECT_0: Load: meteo2.xml Enabled: True
[15:48:52] [ENGINE - KINECT_0]	 Init recognizer
[15:48:52] [ENGINE - KINECT_0]	 AudioLevel: 0
[15:48:52] [ENGINE - KINECT_0]	 MaxAlternates: 1
[15:48:52] [ENGINE - KINECT_0]	 BabbleTimeout: 00:00:05
[15:48:52] [ENGINE - KINECT_0]	 InitialSilenceTimeout: 00:00:00
[15:48:52] [ENGINE - KINECT_0]	 EndSilenceTimeout: 00:00:00.1500000
[15:48:52] [ENGINE - KINECT_0]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[15:48:52] [ENGINE - KINECT_0]	 Start listening
[15:48:52] [ENGINE - KINECT_0]	 AudioStateChanged (48:52.9):Silence
[15:48:52] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Cirrus Logic CS4 Channels: 2 Playback: True
[15:48:53] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[15:48:53] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[15:48:53] [ENGINE]	 Restart timeout: 3600000
[15:48:55] [ENGINE - KINECT_0]	 AudioStateChanged (48:55.0):Speech
[15:48:55] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:48:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:48:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH peux => 0,4775224
[15:48:55] [CAMERA]	 Storing camera: Kinect_0
[15:48:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux => 0,5109412
[15:48:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,2866654
[15:48:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH peux tu me donner => 0,3611768
[15:48:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux la => 0,4767938
[15:48:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH peux tu me donner l'heure => 0,2491891
[15:48:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il => 0,1669732
[15:48:58] [ENGINE - KINECT_0]	 AudioStateChanged (48:58.1):Silence
[15:49:01] [ENGINE - KINECT_0]	 AudioStateChanged (49:01.0):Speech
[15:49:01] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:01] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:49:01] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,2363377
[15:49:02] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,4494818
[15:49:02] [ENGINE - KINECT_0]	 AudioStateChanged (49:02.6):Silence
[15:49:05] [ENGINE - KINECT_0]	 AudioStateChanged (49:05.0):Speech
[15:49:05] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:05] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,001
[15:49:05] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux la => 0,162437
[15:49:07] [ENGINE - KINECT_0]	 AudioStateChanged (49:07.6):Silence
[15:49:09] [ENGINE - KINECT_0]	 AudioStateChanged (49:09.2):Speech
[15:49:09] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:09] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,001
[15:49:09] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelles sont => 0,06288917
[15:49:10] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,001
[15:49:10] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Raconte moi une => 0,1022064
[15:49:10] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,001
[15:49:12] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,001
[15:49:13] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,001
[15:49:14] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,001
[15:49:16] [ENGINE - KINECT_0]	 AudioStateChanged (49:16.2):Silence
[15:49:16] [ENGINE - KINECT_0]	 AudioStateChanged (49:16.4):Speech
[15:49:16] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:16] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,3177483
[15:49:17] [ENGINE - KINECT_0]	 AudioStateChanged (49:17.0):Silence
[15:49:18] [ENGINE - KINECT_0]	 AudioStateChanged (49:18.0):Speech
[15:49:18] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,3250625
[15:49:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,3500832
[15:49:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,2661896
[15:49:20] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut => 0,346801
[15:49:20] [ENGINE - KINECT_0]	 AudioStateChanged (49:20.8):Silence
[15:49:25] [ENGINE - KINECT_0]	 AudioStateChanged (49:25.4):Speech
[15:49:25] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:49:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH peux => 0,001
[15:49:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Raconte => 0,09329548
[15:49:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,1213383
[15:49:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,1686208
[15:49:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,334989
[15:49:27] [ENGINE - KINECT_0]	 AudioStateChanged (49:27.6):Silence
[15:49:28] [ENGINE - KINECT_0]	 AudioStateChanged (49:28.2):Speech
[15:49:28] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:49:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,1321914
[15:49:29] [ENGINE - KINECT_0]	 AudioStateChanged (49:29.3):Silence
[15:49:33] [ENGINE - KINECT_0]	 AudioStateChanged (49:33.2):Speech
[15:49:33] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,1543218
[15:49:34] [ENGINE - KINECT_0]	 AudioStateChanged (49:34.2):Silence
[15:49:38] [ENGINE - KINECT_0]	 AudioStateChanged (49:38.3):Speech
[15:49:38] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:38] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,6770228
[15:49:38] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,7156813
[15:49:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,5759185
[15:49:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,5983665
[15:49:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle est la => 0,5272303
[15:49:39] [ENGINE - KINECT_0]	 AudioStateChanged (49:39.8):Silence
[15:49:40] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,4586461 (0,4) / 0,6353317 (SARAH) Device:  Text: SARAH quelle heure est il
[15:49:40] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,4586461 (0,4) / 0,6353317 (SARAH) Device:  Text: SARAH quelle heure est il
[15:49:40] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.459" confidence="0.459">
  <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.459" confidence="0.459">
    <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[15:49:40] [CONTEXT]	 Reset timeout
[15:49:42] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.4586461&client=SARAH1&profile=Unknow_1337&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:49:42] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.4586461&client=SARAH1&profile=Unknow_1337&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:49:43] [TTS]	 Try speaking ... il est 15 heure 49 
[15:49:43] [TTS]	 [0] Say: il est 15 heure 49 
[15:49:44] [PLAYER]	 [0]Start Player
[15:49:46] [PLAYER]	 [0]End Player
[15:49:46] [PLAYER]	 [0]speaking false
[15:49:46] [TTS]	 End speaking
[15:49:46] [ENGINE - KINECT_0]	 SpeechRecognized: 6659,8057ms Text: SARAH quelle heure est il
[15:49:46] [ENGINE - KINECT_0]	 AudioStateChanged (49:46.5):Speech
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,1816896
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Affiche => 0,6283959
[15:49:46] [ENGINE - KINECT_0]	 AudioStateChanged (49:46.5):Silence
[15:49:46] [ENGINE - KINECT_0]	 AudioStateChanged (49:46.5):Speech
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,1061667
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,1703819
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,001
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,001
[15:49:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,1864424
[15:49:47] [ENGINE - KINECT_0]	 AudioStateChanged (49:47.9):Silence
[15:49:48] [ENGINE - KINECT_0]	 AudioStateChanged (49:48.9):Speech
[15:49:48] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,6128309
[15:49:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche => 0,4380945
[15:49:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,5194145
[15:49:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Raconte moi une histoire => 0,4928776
[15:49:50] [ENGINE - KINECT_0]	 AudioStateChanged (49:50.9):Silence
[15:49:50] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,484955 (0,4) / 0,8598834 (SARAH) Device:  Text: SARAH Raconte moi une histoire
[15:49:50] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,484955 (0,4) / 0,8598834 (SARAH) Device:  Text: SARAH Raconte moi une histoire
[15:49:50] [ENGINE - KINECT_0]	 <SML text="SARAH Raconte moi une histoire" utteranceConfidence="0.485" confidence="0.485">
  <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_histoire" />
  <alternate Rank="1" text="SARAH Raconte moi une histoire" utteranceConfidence="0.485" confidence="0.485">
    <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_histoire" />
  </alternate>
</SML>
[15:49:50] [CONTEXT]	 Reset timeout
[15:49:50] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_histoire?confidence=0.484955&client=SARAH1&profile=Unknow_1337&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:49:50] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_histoire?confidence=0.484955&client=SARAH1&profile=Unknow_1337&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[15:49:51] [TTS]	 Try speaking ... 
[15:49:51] [TTS]	 [0] Say: 
[15:49:51] [PLAYER]	 [0]speaking false
[15:49:51] [TTS]	 End speaking
[15:49:51] [ENGINE - KINECT_0]	 SpeechRecognized: 140,621ms Text: SARAH Raconte moi une histoire
[15:49:51] [HTTP]	 Request received: http://127.0.0.1:8888/?play=plugins%2Fdot_histoire%2Fmedia%2Flink-between-worlds-title-screen.mp3
[15:49:51] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=Il%20%C3%A9tait%20une%20fois..&sync=true
[15:49:51] [TTS]	 Try speaking ... Il était une fois..
[15:49:51] [TTS]	 [0] Say: Il était une fois..
[15:49:51] [PLAYER]	 [0]Start Player
[15:49:51] [PLAYER]	 [0]Start Player
[15:49:53] [ENGINE - KINECT_0]	 AudioStateChanged (49:53.2):Speech
[15:49:53] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:49:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:49:53] [PLAYER]	 [0]End Player
[15:49:53] [PLAYER]	 [0]speaking false
[15:49:53] [TTS]	 End speaking
[15:49:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,3809487
[15:49:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,2498751
[15:49:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est => 0,3863177
[15:49:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle est la => 0,3686996
[15:49:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,3553478
[15:49:59] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,3553478
[15:50:01] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,3553478
[15:50:04] [ENGINE - KINECT_0]	 AudioStateChanged (50:04.2):Silence
[15:50:04] [ENGINE - KINECT_0]	 AudioStateChanged (50:04.5):Speech
[15:50:04] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:50:04] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:50:04] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux => 0,001
[15:50:05] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,001
[15:50:05] [ENGINE - KINECT_0]	 AudioStateChanged (50:05.6):Silence
[15:50:07] [ENGINE - KINECT_0]	 AudioStateChanged (50:07.1):Speech
[15:50:07] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:50:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche => 0,2811351
[15:50:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,3493318
[15:50:11] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,3493318
[15:50:11] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=Nicolas%20veut%20enculer%20tout%20le%20monde&sync=true
[15:50:11] [TTS]	 Try speaking ... Nicolas veut enculer tout le monde
[15:50:11] [TTS]	 [0] Say: Nicolas veut enculer tout le monde
[15:50:12] [PLAYER]	 [0]Start Player
[15:50:14] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,3493318
[15:50:14] [PLAYER]	 [0]End Player
[15:50:14] [PLAYER]	 [0]speaking false
[15:50:14] [TTS]	 End speaking
[15:50:16] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=Pierre%20est%20encore%20bourr%C3%A9&sync=true
[15:50:16] [TTS]	 Try speaking ... Pierre est encore bourré
[15:50:16] [TTS]	 [0] Say: Pierre est encore bourré
[15:50:17] [PLAYER]	 [0]Start Player
[15:50:17] [ENGINE - KINECT_0]	 AudioStateChanged (50:17.5):Silence
[15:50:18] [ENGINE - KINECT_0]	 AudioStateChanged (50:18.4):Speech
[15:50:18] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:50:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:50:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,001
[15:50:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,001
[15:50:19] [PLAYER]	 [0]End Player
[15:50:19] [PLAYER]	 [0]speaking false
[15:50:19] [TTS]	 End speaking
[15:50:19] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,001
[15:50:19] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,001
[15:50:20] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,001
[15:50:20] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,001
[15:50:20] [ENGINE - KINECT_0]	 AudioStateChanged (50:20.4):Silence
[15:50:21] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=Thierry%20prie%20pour%20ses%20fesses&sync=true
[15:50:21] [TTS]	 Try speaking ... Thierry prie pour ses fesses
[15:50:21] [TTS]	 [0] Say: Thierry prie pour ses fesses
[15:50:21] [PLAYER]	 [0]Start Player
[15:50:22] [ENGINE - KINECT_0]	 AudioStateChanged (50:22.5):Speech
[15:50:22] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:50:22] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,2158885
[15:50:23] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut en ce => 0,3491747
[15:50:23] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est => 0,2037539
[15:50:23] [PLAYER]	 [0]End Player
[15:50:23] [PLAYER]	 [0]speaking false
[15:50:23] [TTS]	 End speaking
[15:50:24] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,1070151
[15:50:24] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle est la => 0,08790385
[15:50:24] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel temps demain en ce => 0,1088766
[15:50:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel temps demain ce soir => 0,1781006
[15:50:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel temps demain ce soir d'après => 0,1582067
[15:50:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel temps demain selon toi à ... => 0,1976519
[15:50:25] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=Florent%20a%20tr%C3%A8s%20tr%C3%A8s%20mais%20alors%20tr%C3%A8s%20mal%20au%20derri%C3%A8re&sync=true
[15:50:25] [TTS]	 Try speaking ... Florent a très très mais alors très mal au derrière
[15:50:25] [TTS]	 [0] Say: Florent a très très mais alors très mal au derrière
[15:50:26] [PLAYER]	 [0]Start Player
[15:50:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel temps demain selon toi à ... => 0,1976519
[15:50:27] [ENGINE - KINECT_0]	 AudioStateChanged (50:27.9):Silence
[15:50:28] [ENGINE - KINECT_0]	 AudioStateChanged (50:28.4):Speech
[15:50:28] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:50:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:50:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,3308411
[15:50:29] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est => 0,2307959
[15:50:30] [PLAYER]	 [0]End Player
[15:50:30] [PLAYER]	 [0]speaking false
[15:50:30] [TTS]	 End speaking
[15:50:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,5032195
[15:50:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux la => 0,1257745
[15:50:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi un => 0,2596124
[15:50:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,3053152
[15:50:31] [ENGINE - KINECT_0]	 AudioStateChanged (50:31.5):Silence
[15:50:32] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=ce%20fut%20une%20bonne%20histoire
[15:50:32] [TTS]	 Try speaking ... ce fut une bonne histoire
[15:50:32] [TTS]	 [0] Say: ce fut une bonne histoire
[15:50:32] [PLAYER]	 [0]Start Player
[15:50:33] [ENGINE - KINECT_0]	 AudioStateChanged (50:33.7):Speech
[15:50:33] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:50:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[15:50:33] [PLAYER]	 [0]End Player
[15:50:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi => 0,05972007
[15:50:34] [PLAYER]	 [0]End Player
[15:50:34] [PLAYER]	 [0]speaking false
[15:50:34] [TTS]	 End speaking
[15:50:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est => 0,05014209
[15:50:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,001
[15:50:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,001
[15:50:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,3501319
[15:50:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel => 0,3283266
[15:50:37] [ENGINE - KINECT_0]	 AudioStateChanged (50:37.2):Silence
[15:50:39] [ENGINE - KINECT_0]	 AudioStateChanged (50:39.3):Speech
[15:50:39] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[15:50:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,001
[15:50:39] [ENGINE - KINECT_0]	 AudioStateChanged (50:39.6):Silence
